moduleId/I, x0_cm/D, y0_cm/D, z0_cm/D, x1_cm/D, y1_cm/D, z1_cm/D, x2_cm/D, y2_cm/D, z2_cm/D, x3_cm/D, y3_cm/D, z3_cm/D, nstrips/I, nwires/I, nwiregroups/I, evenBit/I, frBit/I, ccwBit/I
389, -261.08273315, 258.98449707, -814.78295898, -209.36029053, 302.38345337, -815.07019043, -391.52886963, 565.47607422, -815.24566650, -488.25213623, 484.31811523, -814.70855713, 80, 1024, 64, 1, 1, 0
390, 45.39089584, 163.97045898, -924.24560547, -16.60823059, 169.39395142, -924.30114746, -33.31799698, 339.79266357, -924.29663086, 91.02868652, 328.91522217, -924.18524170, 80, 546, 96, 0, 1, 1
391, -13.42324066, 169.54916382, -948.94055176, -73.53930664, 153.44451904, -949.03186035, -147.51098633, 307.85668945, -949.15948486, -26.94102478, 340.15646362, -948.97644043, 80, 546, 96, 1, 0, 1
392, -70.64041138, 154.78947449, -924.20318604, -121.62132263, 119.09281158, -924.14001465, -243.94964600, 238.88729858, -924.14282227, -141.70132446, 310.48123169, -924.26953125, 80, 546, 96, 0, 1, 1
393, 96.61956024, 354.80145264, -924.17626953, 30.12721252, 366.52868652, -924.10021973, 56.36079407, 685.45648193, -924.23571777, 180.70442200, 663.52606201, -924.37792969, 80, 1024, 64, 0, 1, 1
394, 33.56487656, 366.11145020, -948.97821045, -33.95373535, 366.10455322, -948.92614746, -63.54550934, 684.73834229, -949.01397705, 62.71727753, 684.75122070, -949.11138916, 80, 1024, 64, 1, 0, 1
395, -30.55282593, 366.47460938, -924.11016846, -97.04816437, 354.76547241, -924.29046631, -181.41766357, 663.44812012, -924.41351318, -57.06845093, 685.34466553, -924.07629395, 80, 1024, 64, 0, 1, 1
396, -93.73219299, 355.60363770, -948.68469238, -157.18159485, 332.51971436, -948.95172119, -293.89758301, 621.84942627, -949.41314697, -175.24440002, 665.01745605, -948.91381836, 80, 1024, 64, 1, 0, 1
397, -154.07325745, 333.96258545, -924.12200928, -212.54693604, 300.20492554, -923.99652100, -397.45739746, 561.37780762, -924.13317871, -288.10903931, 624.50610352, -924.36779785, 80, 1024, 64, 0, 1, 1
398, -209.67524719, 302.07086182, -948.95776367, -261.39849854, 258.67199707, -948.85308838, -488.85290527, 483.76654053, -949.16937256, -392.12817383, 564.92431641, -949.36511230, 80, 1024, 64, 1, 0, 1
399, 50.85311127, 183.74198914, -1013.40985107, -18.59274101, 189.81246948, -1013.51348877, -33.32958984, 339.99606323, -1013.69458008, 91.06789398, 329.12210083, -1013.50891113, 80, 481, 96, 0, 1, 1
400, -15.06090927, 189.99545288, -1038.36328125, -82.39703369, 171.95568848, -1038.40039062, -147.59558105, 308.04928589, -1038.30505371, -26.97721481, 340.36367798, -1038.23864746, 80, 481, 96, 1, 0, 1
401, -79.16180420, 173.43342590, -1013.54229736, -136.26596069, 133.44964600, -1013.52655029, -244.08230591, 239.03349304, -1013.45605469, -141.79235840, 310.65597534, -1013.48419189, 80, 481, 96, 0, 1, 1
402, 96.64634705, 354.84692383, -1013.62915039, 30.15242004, 366.56542969, -1013.62915039, 56.34434509, 685.49670410, -1013.62915039, 180.69091797, 663.58258057, -1013.62915039, 80, 1024, 64, 0, 1, 1
403, 33.55961990, 366.23004150, -1038.42919922, -33.95901489, 366.22399902, -1038.42919922, -63.54683685, 684.85815430, -1038.42919922, 62.71598816, 684.86950684, -1038.42919922, 80, 1024, 64, 1, 0, 1
404, -30.54533386, 366.48535156, -1013.62915039, -97.03715515, 354.75488281, -1013.62915039, -181.50570679, 663.41040039, -1013.62915039, -57.16307831, 685.34692383, -1013.62915039, 80, 1024, 64, 0, 1, 1
405, -93.72071838, 355.60501099, -1038.42919922, -157.16540527, 332.50659180, -1038.42919922, -293.94818115, 621.80511475, -1038.42919922, -175.30380249, 665.00024414, -1038.42919922, 80, 1024, 64, 1, 0, 1
406, -154.04696655, 333.91970825, -1013.62915039, -212.51678467, 300.15512085, -1013.62915039, -397.45770264, 561.30651855, -1013.62915039, -288.11654663, 624.44775391, -1013.62915039, 80, 1024, 64, 0, 1, 1
407, -209.69110107, 302.08825684, -1038.42919922, -261.40948486, 258.68347168, -1038.42919922, -488.88916016, 483.75274658, -1038.42919922, -392.17352295, 564.92163086, -1038.42919922, 80, 1024, 64, 1, 0, 1
408, -92.92399597, 64.30008698, -615.72363281, -71.57792664, 72.49548340, -615.77606201, -176.33749390, 178.48957825, -615.81445312, -228.90316772, 158.30804443, -615.68536377, 64, 586, 48, 0, 0, 0
409, -102.70751190, 47.11758804, -586.30444336, -83.10315704, 58.88576126, -586.33972168, -204.63531494, 145.13684082, -586.41101074, -252.91194153, 116.15717316, -586.32421875, 64, 586, 48, 1, 1, 0
410, -109.33076477, 28.60431290, -615.72875977, -92.07453918, 43.60565567, -615.66479492, -226.76632690, 107.38214874, -615.66668701, -269.26058960, 70.44064331, -615.82421875, 64, 586, 48, 0, 0, 0
411, -232.84570312, 161.64494324, -711.66107178, -199.39389038, 201.51226807, -711.85491943, -320.87219238, 324.26687622, -711.80126953, -374.70202637, 260.11340332, -711.48931885, 80, 554, 64, 0, 0, 0
412, -257.38003540, 118.75326538, -684.39306641, -231.35481262, 163.82141113, -684.27191162, -372.29425049, 263.63000488, -684.19146729, -414.17337036, 191.10746765, -684.38641357, 80, 554, 64, 1, 1, 0
413, -274.11267090, 72.25978088, -711.58624268, -256.30462646, 121.16089630, -711.72534180, -412.42797852, 194.99291992, -711.75195312, -441.08428955, 116.30249786, -711.52813721, 80, 554, 64, 0, 0, 0
414, -416.19244385, 304.01727295, -693.80950928, -371.30603027, 357.52188110, -694.06353760, -486.41943359, 468.33648682, -694.09271240, -545.22113037, 398.24493408, -693.75994873, 64, 521, 32, 0, 0, 0
415, -462.56646729, 227.12641907, -693.96618652, -427.64562988, 287.60888672, -694.01611328, -560.24237061, 376.76647949, -693.93316650, -605.98907471, 297.53384399, -693.86779785, 64, 521, 32, 1, 0, 0
416, -495.06060791, 143.31002808, -694.02258301, -471.12097168, 208.91835022, -693.82891846, -617.13397217, 273.81188965, -693.73089600, -648.49517822, 187.86431885, -693.98455811, 64, 521, 32, 0, 0, 0
417, -92.77637482, 64.34442139, -615.57934570, -71.90167236, 72.35734558, -615.61639404, -176.96437073, 178.23908997, -615.69238281, -228.36930847, 158.50692749, -615.60101318, 48, 586, 48, 0, 0, 0
418, -102.49334717, 47.31115341, -586.40856934, -83.32196045, 58.81845093, -586.44525146, -205.13519287, 144.90350342, -586.28973389, -252.34564209, 116.56626892, -586.19946289, 48, 586, 48, 1, 1, 0
419, -109.12219238, 28.78365326, -615.67236328, -92.24491882, 43.45053101, -615.71307373, -227.17625427, 107.03240204, -615.65618896, -268.73733521, 70.91453552, -615.55603027, 48, 586, 48, 0, 0, 0
420, -112.60101318, 9.18003845, -586.43707275, -98.21176147, 26.94999313, -586.43627930, -241.93165588, 66.36945343, -586.31372070, -277.36584473, 22.61010933, -586.31561279, 64, 586, 48, 1, 1, 0
421, -112.52785492, -10.52554703, -615.68621826, -101.44017029, 9.47152328, -615.73303223, -249.81987000, 23.35576630, -615.82055664, -277.12380981, -25.88795471, -615.70532227, 64, 586, 48, 0, 0, 0
422, -108.94358063, -29.89363861, -586.34045410, -101.49903107, -8.27419472, -586.33587646, -250.03424072, -20.38185883, -586.43804932, -268.36679077, -73.62075806, -586.44940186, 64, 586, 48, 1, 1, 0
423, -282.48501587, 23.56002426, -684.24401855, -273.44079590, 74.81096649, -684.33349609, -440.01458740, 120.40528870, -684.33435059, -454.56838989, 37.93357849, -684.19036865, 80, 554, 64, 1, 1, 0
424, -282.25210571, -25.85887146, -711.66711426, -282.24743652, 26.18397713, -711.58306885, -454.20877075, 42.15203094, -711.64379883, -454.21627808, -41.59400177, -711.77905273, 80, 554, 64, 0, 0, 0
425, -273.51684570, -74.48162079, -684.19476318, -282.54974365, -23.22897339, -684.38916016, -454.67132568, -37.36552429, -684.34625244, -440.13580322, -119.83998108, -684.03350830, 80, 554, 64, 1, 1, 0
426, -512.36828613, 55.24441528, -693.90594482, -500.21255493, 124.01808167, -694.03961182, -655.29125977, 162.50927734, -693.97778320, -671.21545410, 72.41508484, -693.80261230, 64, 521, 32, 1, 0, 0
427, -514.18341064, -34.62259674, -694.09777832, -514.19757080, 35.21674728, -693.84674072, -673.61090088, 46.09595871, -693.76452637, -673.59234619, -45.39429855, -694.09338379, 64, 521, 32, 0, 0, 0
428, -500.36627197, -123.38317871, -693.87176514, -512.50909424, -54.60732651, -694.04840088, -671.38946533, -71.57812500, -694.04345703, -655.48223877, -161.67520142, -693.81207275, 64, 521, 32, 1, 0, 0
429, -112.46734619, 9.39855766, -586.44390869, -98.39722443, 26.77650452, -586.42755127, -242.32824707, 65.92926788, -586.21545410, -276.97659302, 23.13527298, -586.25567627, 48, 586, 48, 1, 1, 0
430, -112.41021729, -10.27645302, -615.76293945, -101.56257629, 9.27578926, -615.75860596, -250.09963989, 22.90838051, -615.62359619, -276.81246948, -25.23992157, -615.63421631, 48, 586, 48, 0, 0, 0
431, -108.88318634, -29.63854790, -586.49798584, -101.59976196, -8.49825096, -586.46630859, -250.24490356, -20.89587784, -586.24926758, -268.18066406, -72.95483398, -586.32733154, 48, 586, 48, 1, 1, 0
432, -136.35034180, 62.22988129, -815.01556396, -104.90884399, 107.12424469, -814.97546387, -238.90081787, 243.97726440, -814.73895264, -310.50372314, 141.73767090, -814.83020020, 80, 610, 112, 1, 1, 0
433, -149.42889404, 11.85482788, -839.67962646, -135.24179077, 64.79591370, -839.88250732, -307.96478271, 147.55712891, -839.88195801, -340.27362061, 26.99242401, -839.41992188, 80, 610, 112, 0, 0, 0
434, -144.43760681, -39.97422028, -815.00274658, -149.21392822, 14.62667656, -814.95440674, -339.82672119, 33.31853485, -814.77124023, -328.94943237, -91.02610779, -814.88128662, 80, 610, 112, 1, 1, 0
435, -302.13317871, 209.74201965, -839.84521484, -258.73126221, 261.46279907, -839.84417725, -483.81301880, 488.93002319, -839.73382568, -564.97656250, 392.20993042, -839.73571777, 80, 1024, 64, 0, 0, 0
436, -333.89547729, 154.08004761, -814.97924805, -300.14727783, 212.55931091, -814.99090576, -561.35034180, 397.42712402, -815.09130859, -624.46105957, 288.06832886, -815.06945801, 80, 1024, 64, 1, 1, 0
437, -355.69448853, 93.78678131, -839.81011963, -332.60559082, 157.23489380, -839.73083496, -621.92468262, 293.97418213, -839.76763916, -665.10192871, 175.32342529, -839.91595459, 80, 1024, 64, 0, 0, 0
438, -366.49987793, 30.57503510, -815.01110840, -354.76406860, 97.06555939, -815.22888184, -663.41259766, 181.55972290, -815.11206055, -685.35906982, 57.21951294, -814.70477295, 80, 1024, 64, 1, 1, 0
439, -366.25231934, -33.53923035, -839.62182617, -366.24633789, 33.97899628, -839.85760498, -684.88049316, 63.56574249, -840.10412598, -684.89172363, -62.69631577, -839.66320801, 80, 1024, 64, 0, 0, 0
440, -354.86871338, -96.64024353, -815.00762939, -366.57971191, -30.14499664, -815.02545166, -685.51391602, -56.30083466, -815.10400391, -663.61389160, -180.64990234, -815.07061768, 80, 1024, 64, 1, 1, 0
441, -119.30895233, 121.27899170, -948.89343262, -155.01116943, 70.30235291, -949.10064697, -310.92730713, 141.04901123, -949.20739746, -239.32221985, 243.28877258, -948.79180908, 80, 546, 96, 1, 0, 1
442, -153.66331482, 73.17917633, -924.12695312, -169.77459717, 13.06489182, -924.21740723, -340.48526001, 26.21033478, -924.29394531, -308.17214966, 146.77673340, -924.11254883, 80, 546, 96, 0, 1, 1
443, -169.42781067, 16.20568085, -948.92279053, -164.00555420, -45.79355621, -948.97583008, -328.91586304, -91.83163452, -949.11761475, -339.79086304, 32.51526260, -949.01129150, 80, 546, 96, 1, 0, 1
444, -258.95751953, 261.08654785, -924.02697754, -302.36187744, 209.36781311, -924.07617188, -565.43701172, 391.56149292, -924.40002441, -484.26898193, 488.27780151, -924.30810547, 80, 1024, 64, 0, 1, 1
445, -300.41180420, 212.19589233, -949.00610352, -334.17691040, 153.72640991, -949.05816650, -624.89080811, 287.47467041, -949.09564209, -561.74859619, 396.81518555, -948.99835205, 80, 1024, 64, 1, 0, 1
446, -332.69238281, 156.79028320, -924.21386719, -355.79095459, 93.34574127, -924.09741211, -665.31396484, 174.57795715, -924.07250977, -622.11865234, 293.22204590, -924.29022217, 80, 1024, 64, 0, 1, 1
447, -354.77575684, 96.61894226, -948.99407959, -366.51062012, 30.12791443, -948.95617676, -685.43542480, 56.39824677, -949.00518799, -663.49072266, 180.73941040, -949.07604980, 80, 1024, 64, 1, 0, 1
448, -366.28384399, 33.53994370, -923.92742920, -366.28631592, -33.97857666, -924.05291748, -684.92401123, -63.52527618, -924.48901367, -684.91937256, 62.73733139, -924.25421143, 80, 1024, 64, 0, 1, 1
449, -366.48352051, -30.59099197, -948.91375732, -354.77844238, -97.08714294, -949.05346680, -663.46618652, -181.43778992, -949.14697266, -685.35522461, -57.08705902, -948.88574219, 80, 1024, 64, 1, 0, 1
450, -133.66804504, 135.87063599, -1038.13317871, -173.65809631, 78.77197266, -1038.48754883, -311.07788086, 141.12655640, -1038.64892578, -239.44421387, 243.40669250, -1038.01403809, 80, 481, 96, 1, 0, 1
451, -172.04296875, 81.94627380, -1013.57019043, -190.08642578, 14.61131287, -1013.41394043, -340.54644775, 26.19100952, -1013.30413818, -308.22543335, 146.80729675, -1013.58398438, 80, 481, 96, 0, 1, 1
452, -189.74301147, 18.15870285, -1038.26745605, -183.66706848, -51.28651428, -1038.44799805, -329.01290894, -91.86865234, -1038.42150879, -339.89666748, 32.52770615, -1038.09802246, 80, 481, 96, 1, 0, 1
453, -258.96243286, 261.07797241, -1013.62915039, -302.35791016, 209.35177612, -1013.62915039, -565.46453857, 391.50030518, -1013.62915039, -484.31304932, 488.23052979, -1013.62915039, 80, 1024, 64, 0, 1, 1
454, -300.36389160, 212.13482666, -1038.42919922, -334.11791992, 153.65895081, -1038.42919922, -624.85711670, 287.35223389, -1038.42919922, -561.73553467, 396.70471191, -1038.42919922, 80, 1024, 64, 1, 0, 1
455, -332.63739014, 156.74594116, -1013.62915039, -355.72442627, 93.29711151, -1013.62915039, -665.26220703, 174.47296143, -1013.62915039, -622.08850098, 293.12509155, -1013.62915039, 80, 1024, 64, 0, 1, 1
456, -354.80242920, 96.59429932, -1038.42919922, -366.52093506, 30.10037994, -1038.42919922, -685.45220947, 56.29230499, -1038.42919922, -663.53808594, 180.63888550, -1038.42919922, 80, 1024, 64, 1, 0, 1
457, -366.18554688, 33.50757980, -1013.62915039, -366.17950439, -34.01105499, -1013.62915039, -684.81365967, -63.59887695, -1013.62915039, -684.82501221, 62.66394806, -1013.62915039, 80, 1024, 64, 0, 1, 1
458, -366.44085693, -30.59737396, -1038.42919922, -354.71038818, -97.08919525, -1038.42919922, -663.36590576, -181.55775452, -1038.42919922, -685.30236816, -57.21511841, -1038.42919922, 80, 1024, 64, 1, 0, 1
459, -102.16731262, -48.38405228, -615.63476562, -98.58932495, -25.80049896, -615.58135986, -242.76669312, -63.51219940, -615.74304199, -251.57768250, -119.12525940, -615.87457275, 64, 586, 48, 0, 0, 0
460, -92.17058563, -65.26692200, -586.35113525, -92.57046509, -42.40515137, -586.38970947, -228.00358582, -104.59184265, -586.41406250, -227.01885986, -160.89001465, -586.31890869, 64, 586, 48, 1, 1, 0
461, -79.39221191, -80.37208557, -615.70446777, -83.75120544, -57.92614746, -615.67193604, -206.34594727, -142.66006470, -615.58721924, -195.61172485, -197.93421936, -615.66741943, 64, 586, 48, 0, 0, 0
462, -256.35223389, -120.82624817, -711.61901855, -274.15447998, -71.92282104, -711.65411377, -441.20046997, -115.75558472, -711.69055176, -412.55361938, -194.44973755, -711.63409424, 80, 554, 64, 0, 0, 0
463, -231.52804565, -163.52952576, -684.22650146, -257.54779053, -118.45807648, -684.17242432, -414.45095825, -190.61814880, -684.21337891, -372.58065796, -263.14599609, -684.30041504, 80, 554, 64, 1, 1, 0
464, -199.60281372, -201.24047852, -711.59759521, -233.05102539, -161.36990356, -711.73828125, -375.04650879, -259.67019653, -711.83111572, -321.22253418, -323.82891846, -711.60473633, 80, 554, 64, 0, 0, 0
465, -471.31390381, -208.36434937, -693.85260010, -495.24511719, -142.75283813, -694.00683594, -648.74450684, -187.12539673, -694.01452637, -617.39440918, -273.07714844, -693.81250000, 64, 521, 32, 0, 0, 0
466, -427.98370361, -287.06127930, -694.04962158, -462.91394043, -226.58435059, -693.91436768, -606.41174316, -296.86477661, -693.82519531, -560.65289307, -376.09020996, -694.00238037, 64, 521, 32, 1, 0, 0
467, -371.64495850, -357.10498047, -694.13946533, -416.48037720, -303.55776978, -693.85382080, -545.70910645, -397.53060913, -693.73797607, -486.97430420, -467.67800903, -694.11218262, 64, 521, 32, 0, 0, 0
468, -102.09607697, -48.09061432, -615.65716553, -98.60084534, -26.00568008, -615.63494873, -242.82382202, -64.06948090, -615.56341553, -251.43099976, -118.45465851, -615.61804199, 48, 586, 48, 0, 0, 0
469, -92.18638611, -65.08276367, -586.45196533, -92.58001709, -42.72654724, -586.52960205, -228.00016785, -105.26037598, -586.36407471, -227.03086853, -160.31359863, -586.17285156, 48, 586, 48, 1, 1, 0
470, -79.45433044, -80.09555054, -615.79064941, -83.71141052, -58.14482498, -615.72540283, -206.26380920, -143.17420959, -615.52801514, -195.78054810, -197.22889709, -615.68865967, 48, 586, 48, 0, 0, 0
471, -64.21826172, -92.95288086, -586.34710693, -72.40373230, -71.60294342, -586.33789062, -178.44680786, -176.31289673, -586.43853760, -158.28970337, -228.88812256, -586.46124268, 64, 586, 48, 1, 1, 0
472, -47.17904663, -102.67623138, -615.65252686, -58.96126938, -83.08030701, -615.67529297, -145.12530518, -204.67416382, -615.76239014, -116.11102295, -252.93005371, -615.70629883, 64, 586, 48, 0, 0, 0
473, -28.57892609, -109.31961060, -586.41455078, -43.57670212, -92.06044769, -586.31524658, -107.37992859, -226.73956299, -586.28601074, -70.44720459, -269.24105835, -586.53070068, 64, 586, 48, 1, 1, 0
474, -161.60902405, -232.82206726, -684.29663086, -201.47119141, -199.36354065, -684.32769775, -324.24530029, -320.82214355, -684.34289551, -260.10015869, -374.66275024, -684.29290771, 80, 554, 64, 1, 1, 0
475, -118.73948669, -257.36071777, -711.64752197, -163.80784607, -231.33557129, -711.61883545, -263.61605835, -372.27526855, -711.68151855, -191.09321594, -414.15423584, -711.72772217, 80, 554, 64, 0, 0, 0
476, -72.25294495, -274.05114746, -684.30786133, -121.15879059, -256.25564575, -684.24658203, -194.95060730, -412.39801025, -684.26318359, -116.25257874, -441.03411865, -684.36181641, 80, 554, 64, 1, 1, 0
477, -303.99707031, -416.13723755, -693.90905762, -357.47155762, -371.21432495, -694.00140381, -468.36425781, -486.25244141, -693.87725830, -398.31216431, -545.10192871, -693.75628662, 64, 521, 32, 1, 0, 0
478, -227.09973145, -462.63287354, -693.98840332, -287.55325317, -427.66198730, -693.90197754, -376.82028198, -560.18499756, -693.73138428, -297.62557983, -605.99719238, -693.84466553, 64, 521, 32, 0, 0, 0
479, -143.26878357, -495.05718994, -694.04895020, -208.88035583, -471.12640381, -693.85870361, -273.75415039, -617.14813232, -693.75579834, -187.80233765, -648.49774170, -694.00500488, 64, 521, 32, 1, 0, 0
480, -64.37557220, -92.71368408, -586.50646973, -72.37343597, -71.83318329, -586.52386475, -178.33106995, -176.81913757, -586.28900146, -158.63595581, -228.23834229, -586.24615479, 48, 586, 48, 1, 1, 0
481, -47.28768921, -102.46876526, -615.62591553, -58.80449677, -83.30305481, -615.63647461, -144.82907104, -205.15908813, -615.69152832, -116.46839905, -252.35556030, -615.66558838, 48, 586, 48, 0, 0, 0
482, -28.77256393, -109.08075714, -586.47070312, -43.43791580, -92.20211792, -586.49017334, -107.03218079, -227.12748718, -586.29138184, -70.91807556, -268.69192505, -586.24353027, 48, 586, 48, 1, 1, 0
483, -122.08197784, -86.97052002, -839.80236816, -145.24848938, -37.29795837, -839.65124512, -330.75543213, -84.94053650, -839.58325195, -277.99749756, -198.06172180, -839.92749023, 80, 610, 112, 0, 0, 0
484, -84.94092560, -123.45617676, -814.86785889, -123.69564819, -84.69865417, -814.88677979, -281.73120117, -192.89944458, -814.96392822, -193.47366333, -281.16339111, -814.92083740, 80, 610, 112, 1, 1, 0
485, -37.59361267, -145.04794312, -839.73480225, -87.26561737, -121.87979126, -839.77911377, -198.77276611, -277.60006714, -839.76098633, -85.65287781, -330.36181641, -839.66009521, 80, 610, 112, 0, 0, 0
486, -332.70687866, -156.82345581, -839.78247070, -355.77484131, -93.36767578, -839.78247070, -665.33703613, -174.45040894, -839.78247070, -622.19897461, -293.11553955, -839.78247070, 80, 1024, 64, 0, 0, 0
487, -300.43154907, -212.19586182, -815.00061035, -334.17767334, -153.71542358, -815.05261230, -624.93493652, -287.36935425, -815.05786133, -561.82824707, -396.73034668, -814.96063232, 80, 1024, 64, 1, 1, 0
488, -258.95779419, -261.07641602, -839.65368652, -302.35681152, -209.35324097, -839.72058105, -565.45080566, -391.51983643, -839.93310547, -484.29275513, -488.24450684, -839.80810547, 80, 1024, 64, 0, 0, 0
489, -209.72221375, -302.10488892, -814.75109863, -261.44342041, -258.70364380, -814.87719727, -488.90725708, -483.78845215, -815.30926514, -392.18634033, -564.95068359, -815.07342529, 80, 1024, 64, 1, 1, 0
490, -154.07731628, -333.93389893, -839.92114258, -212.54139709, -300.15979004, -840.08190918, -397.52581787, -561.28021240, -839.85198975, -288.19540405, -624.43933105, -839.55139160, 80, 1024, 64, 0, 0, 0
491, -93.74574280, -355.59625244, -814.96118164, -157.19038391, -332.49798584, -815.07592773, -293.97268677, -621.79675293, -815.03021240, -175.32841492, -664.99157715, -814.81555176, 80, 1024, 64, 1, 1, 0
492, -164.74810791, -42.71019745, -924.18927002, -138.44265747, -99.11347198, -924.25372314, -277.65252686, -198.79067993, -924.28399658, -330.41125488, -85.66716003, -924.15472412, 80, 546, 96, 0, 1, 1
493, -140.20285034, -96.49330902, -948.95501709, -96.19717407, -140.50251770, -948.94647217, -192.93423462, -281.77130127, -949.04010010, -281.19287109, -193.50556946, -949.05725098, 80, 546, 96, 1, 0, 1
494, -98.73937988, -138.60119629, -924.10919189, -42.33663177, -164.90777588, -924.16931152, -84.92979431, -330.74124146, -924.30328369, -198.05226135, -277.98028564, -924.18273926, 80, 546, 96, 0, 1, 1
495, -355.61248779, -93.77318573, -924.14141846, -332.53607178, -157.22575378, -924.01086426, -621.88171387, -293.90875244, -924.21453857, -665.03564453, -175.24966431, -924.45874023, 80, 1024, 64, 0, 1, 1
496, -333.96694946, -154.08819580, -948.84368896, -300.21630859, -212.56605530, -948.81872559, -561.41143799, -397.44482422, -949.15301514, -624.52667236, -288.08865356, -949.19976807, 80, 1024, 64, 1, 0, 1
497, -302.08407593, -209.69802856, -924.16210938, -258.68994141, -261.42514038, -924.02386475, -483.80535889, -488.85906982, -924.14776611, -564.95434570, -392.12707520, -924.40637207, 80, 1024, 64, 0, 1, 1
498, -261.09899902, -259.01257324, -948.99841309, -209.38986206, -302.42687988, -948.63598633, -391.63586426, -565.46594238, -948.84680176, -488.33419800, -484.27929688, -949.52459717, 80, 1024, 64, 1, 0, 1
499, -212.17599487, -300.40673828, -924.09503174, -153.71191406, -334.18099976, -923.97460938, -287.50537109, -624.87396240, -924.27502441, -396.83581543, -561.71453857, -924.50024414, 80, 1024, 64, 0, 1, 1
500, -156.80813599, -332.70101929, -948.76800537, -93.36083984, -355.79226685, -948.80041504, -174.55737305, -665.32427979, -949.29498291, -293.20660400, -622.14263916, -949.23425293, 80, 1024, 64, 1, 0, 1
501, -184.53497314, -47.84301758, -1013.62835693, -155.07221985, -111.02161407, -1013.60742188, -277.77072144, -198.87020874, -1013.47113037, -330.54699707, -85.69919586, -1013.50866699, 80, 481, 96, 0, 1, 1
502, -157.05696106, -108.09174347, -1038.31555176, -107.76231384, -157.38296509, -1038.35412598, -193.01425171, -281.89974976, -1038.33544922, -281.31515503, -193.60501099, -1038.26647949, 80, 481, 96, 1, 0, 1
503, -110.58511353, -155.21902466, -1013.48333740, -47.40859222, -184.68621826, -1013.50158691, -84.95128632, -330.84661865, -1013.44781494, -198.11860657, -278.06243896, -1013.41503906, 80, 481, 96, 0, 1, 1
504, -355.56051636, -93.77275085, -1013.62915039, -332.46209717, -157.21743774, -1013.62915039, -621.76062012, -294.00018311, -1013.62915039, -664.95574951, -175.35583496, -1013.62915039, 80, 1024, 64, 0, 1, 1
505, -333.87521362, -154.09899902, -1038.42919922, -300.11062622, -212.56881714, -1038.42919922, -561.26202393, -397.50970459, -1038.42919922, -624.40325928, -288.16857910, -1038.42919922, 80, 1024, 64, 1, 0, 1
506, -302.04382324, -209.74316406, -1013.62915039, -258.63900757, -261.46154785, -1013.62915039, -483.70825195, -488.94122314, -1013.62915039, -564.87713623, -392.22558594, -1013.62915039, 80, 1024, 64, 0, 1, 1
507, -261.03350830, -259.01446533, -1038.42919922, -209.30731201, -302.40997314, -1038.42919922, -391.45584106, -565.51660156, -1038.42919922, -488.18609619, -484.36511230, -1038.42919922, 80, 1024, 64, 1, 0, 1
508, -212.09033203, -300.41589355, -1013.62915039, -153.61445618, -334.16995239, -1013.62915039, -287.30773926, -624.90917969, -1013.62915039, -396.66021729, -561.78759766, -1013.62915039, 80, 1024, 64, 0, 1, 1
509, -156.70144653, -332.68945312, -1038.42919922, -93.25261688, -355.77648926, -1038.42919922, -174.42846680, -665.31433105, -1038.42919922, -293.08059692, -622.14050293, -1038.42919922, 80, 1024, 64, 1, 0, 1
510, -9.20932198, -112.62756348, -615.70440674, -26.98229218, -98.24205780, -615.73059082, -66.37158966, -241.97026062, -615.66918945, -22.60482788, -277.39523315, -615.60473633, 64, 586, 48, 0, 0, 0
511, 10.54474545, -112.47730255, -586.42596436, -9.45026302, -101.38581848, -586.40515137, -23.36280632, -249.76287842, -586.35357666, 25.87583542, -277.07617188, -586.40478516, 64, 586, 48, 1, 1, 0
512, 29.89532661, -108.99786377, -615.71209717, 8.27555466, -101.55445099, -615.65936279, 20.39099503, -250.08905029, -615.68841553, 73.63069916, -268.41882324, -615.81835938, 64, 586, 48, 0, 0, 0
513, -23.56418610, -282.46755981, -711.72869873, -74.81720734, -273.43554688, -711.60174561, -120.37165833, -440.02026367, -711.54400635, -37.89659500, -454.55435181, -711.74829102, 80, 554, 64, 0, 0, 0
514, 25.86079407, -282.26379395, -684.46136475, -26.18152809, -282.25900269, -684.21240234, -42.14943695, -454.22030640, -684.07470703, 41.59574509, -454.22802734, -684.47528076, 80, 554, 64, 1, 1, 0
515, 74.46550751, -273.44619751, -711.67370605, 23.21340561, -282.48400879, -711.74548340, 37.36621475, -454.60418701, -711.58892822, 119.83979797, -440.06079102, -711.47338867, 80, 554, 64, 0, 0, 0
516, -55.22169495, -512.37176514, -694.00207520, -124.00724030, -500.28332520, -693.87664795, -162.34660339, -655.39959717, -693.91058350, -72.23684692, -671.23559570, -694.07489014, 64, 521, 32, 0, 0, 0
517, 34.62591553, -514.21099854, -693.88464355, -35.21379852, -514.19653320, -693.99218750, -46.15853500, -673.60540771, -694.02844238, 45.33221054, -673.62438965, -693.88763428, 64, 521, 32, 1, 0, 0
518, 123.33775330, -500.28164673, -693.89038086, 54.56598663, -512.44866943, -693.94940186, 71.59265137, -671.32305908, -693.95794678, 161.68438721, -655.38415527, -693.88061523, 64, 521, 32, 0, 0, 0
519, -9.39224052, -112.41947174, -615.58599854, -26.76617432, -98.34439850, -615.59771729, -65.96008301, -242.26428223, -615.77539062, -23.17596626, -276.92480469, -615.74652100, 48, 586, 48, 0, 0, 0
