moduleId/I, x0_cm/D, y0_cm/D, z0_cm/D, x1_cm/D, y1_cm/D, z1_cm/D, x2_cm/D, y2_cm/D, z2_cm/D, x3_cm/D, y3_cm/D, z3_cm/D, nstrips/I, nwires/I, nwiregroups/I, evenBit/I, frBit/I, ccwBit/I
126, -105.08456421, 106.83006287, 815.04400635, -136.52395630, 61.93421173, 815.01776123, -310.94107056, 141.06269836, 814.93353271, -239.34298706, 243.30569458, 814.99340820, 80, 610, 112, 1, 1, 1
127, -135.34274292, 64.46162415, 839.88519287, -149.53294373, 11.52100372, 839.82958984, -340.49435425, 26.23094559, 839.75469971, -308.17852783, 146.79458618, 839.88134766, 80, 610, 112, 0, 0, 1
128, -149.15658569, 14.28964996, 814.82147217, -144.37765503, -40.31063080, 815.03167725, -328.84750366, -91.82191467, 815.36828613, -339.73077393, 32.52133179, 814.88952637, 80, 610, 112, 1, 1, 1
129, -258.97421265, 261.10205078, 839.72143555, -302.37396240, 209.37945557, 839.73535156, -565.46557617, 391.54959106, 839.60046387, -484.30612183, 488.27313232, 839.57440186, 80, 1024, 64, 0, 0, 1
130, -300.41137695, 212.18939209, 814.93371582, -334.18182373, 153.72335815, 815.14471436, -624.88330078, 287.49862671, 815.04461670, -561.73101807, 396.83267212, 814.64996338, 80, 1024, 64, 1, 1, 1
131, -332.68029785, 156.79992676, 839.55670166, -355.77868652, 93.35539246, 839.70465088, -665.30163574, 174.58738708, 839.98138428, -622.10662842, 293.23144531, 839.70471191, 80, 1024, 64, 0, 0, 1
132, -354.83685303, 96.76948547, 815.00878906, -366.54025269, 30.27290726, 814.96563721, -685.47741699, 56.39247894, 814.80889893, -663.59155273, 180.74401855, 814.88964844, 80, 1024, 64, 1, 1, 1
133, -366.27429199, 33.69746780, 839.57440186, -366.24829102, -33.82112122, 839.64813232, -684.87365723, -63.50276947, 839.83569336, -684.92230225, 62.75997162, 839.69781494, 80, 1024, 64, 0, 0, 1
134, -366.47723389, -30.55799103, 814.90417480, -354.75268555, -97.05078125, 814.99694824, -663.41558838, -181.49218750, 814.91925049, -685.34106445, -57.14773560, 814.74572754, 80, 1024, 64, 1, 1, 1
135, -154.76773071, 70.64228821, 948.73980713, -119.07075500, 121.62299347, 948.68298340, -238.86453247, 243.95201111, 948.65246582, -310.45910645, 141.70410156, 948.76647949, 80, 546, 96, 1, 0, 0
136, -169.62460327, 13.45139694, 923.84075928, -153.51168823, 73.56531525, 923.84985352, -307.91363525, 147.55831909, 923.98205566, -340.23001099, 26.99266052, 923.96374512, 80, 546, 96, 0, 1, 0
137, -163.96893311, -45.36876678, 948.69592285, -169.39103699, 16.63031578, 948.54272461, -339.78936768, 33.34398651, 948.56829834, -328.91467285, -91.00260162, 948.87561035, 80, 546, 96, 1, 0, 0
138, -302.09863281, 209.70478821, 924.47058105, -258.69195557, 261.42129517, 924.30450439, -483.75244141, 488.90960693, 924.17779541, -564.92486572, 392.19741821, 924.48834229, 80, 1024, 64, 0, 1, 0
139, -333.89190674, 154.05877686, 949.07061768, -300.12081909, 212.52462769, 948.90844727, -561.25085449, 397.49548340, 949.15997314, -624.40423584, 288.16177368, 949.46331787, 80, 1024, 64, 1, 0, 0
140, -355.55334473, 93.73105621, 924.27954102, -332.45489502, 157.17575073, 924.27954102, -621.75341797, 293.95849609, 924.27954102, -664.94854736, 175.31416321, 924.27954102, 80, 1024, 64, 0, 1, 0
141, -366.46728516, 30.61407471, 949.22027588, -354.72094727, 97.10307312, 949.17584229, -663.35632324, 181.64524841, 949.02758789, -685.32250977, 57.30788040, 949.11065674, 80, 1024, 64, 1, 0, 0
142, -366.22357178, -33.49292755, 924.29949951, -366.20098877, 34.02561569, 924.19049072, -684.82781982, 63.69174576, 924.30413818, -684.87011719, -62.57090378, 924.50787354, 80, 1024, 64, 0, 1, 0
143, -354.77136230, -96.62655640, 949.15814209, -366.48211670, -30.13126373, 949.14031982, -685.41644287, -56.28597260, 949.06176758, -663.51684570, -180.63511658, 949.09515381, 80, 1024, 64, 1, 0, 0
144, -173.41751099, 79.16810608, 1038.69738770, -133.43054199, 136.26998901, 1038.61572266, -239.00842285, 244.09216309, 1038.52087402, -310.63659668, 141.80630493, 1038.66723633, 80, 481, 96, 1, 0, 0
145, -190.00144958, 15.06579590, 1013.79583740, -171.95176697, 82.39920807, 1013.89190674, -308.03564453, 147.61795044, 1013.79382324, -340.36785889, 27.00446320, 1013.62182617, 80, 481, 96, 0, 1, 0
146, -183.66363525, -50.81630707, 1038.78381348, -189.73773193, 18.62879372, 1038.51550293, -339.92211914, 33.35732269, 1038.29760742, -329.04162598, -91.03881836, 1038.77832031, 80, 481, 96, 1, 0, 0
147, -302.06750488, 209.72932434, 1013.57977295, -258.66668701, 261.45104980, 1013.57977295, -483.75344849, 488.91339111, 1013.57977295, -564.91491699, 392.19152832, 1013.57977295, 80, 1024, 64, 0, 1, 0
148, -333.89462280, 154.08273315, 1038.37976074, -300.13458252, 212.55514526, 1038.37976074, -561.30017090, 397.47592163, 1038.37976074, -624.43298340, 288.12994385, 1038.37976074, 80, 1024, 64, 1, 0, 0
149, -355.57531738, 93.75481415, 1013.57977295, -332.48178101, 157.20127869, 1013.57977295, -621.79083252, 293.96179199, 1013.57977295, -664.97680664, 175.31408691, 1013.57977295, 80, 1024, 64, 0, 1, 0
150, -366.45074463, 30.57859802, 1038.37976074, -354.72540283, 97.07131958, 1038.37976074, -663.38745117, 181.51611328, 1038.37976074, -685.31433105, 57.17179871, 1038.37976074, 80, 1024, 64, 1, 0, 0
151, -366.19055176, -33.52633667, 1013.57977295, -366.18966675, 33.99229813, 1013.57977295, -684.82611084, 63.55559158, 1013.57977295, -684.82775879, -62.70723343, 1013.57977295, 80, 1024, 64, 0, 1, 0
152, -354.80258179, -96.61218262, 1038.37976074, -366.52621460, -30.11915970, 1038.37976074, -685.45544434, -56.33563614, 1038.37976074, -663.53173828, -180.68054199, 1038.37976074, 80, 1024, 64, 1, 0, 0
153, -98.44978333, -25.71553040, 615.82476807, -102.02339172, -48.29975891, 615.76373291, -251.42004395, -119.07015991, 615.58630371, -242.61984253, -63.45543289, 615.73651123, 64, 586, 48, 0, 0, 1
154, -92.47048187, -42.57190704, 586.54602051, -92.09642792, -65.43414307, 586.52502441, -227.05267334, -160.90472412, 586.39379883, -227.97378540, -104.60540771, 586.44543457, 64, 586, 48, 1, 1, 1
155, -83.61144257, -57.99516296, 615.80108643, -79.28221130, -80.44687653, 615.81848145, -195.65748596, -197.85479736, 615.69415283, -206.31838989, -142.56639099, 615.65136719, 64, 586, 48, 0, 0, 1
156, -274.05642700, -72.23374176, 711.26312256, -256.25372314, -121.13695526, 711.33142090, -412.38519287, -194.95184326, 711.27838135, -441.03289795, -116.25804138, 711.16845703, 80, 554, 64, 0, 0, 1
157, -257.32150269, -118.71781921, 683.89831543, -231.30932617, -163.79359436, 683.98492432, -372.27758789, -263.56143188, 683.93249512, -414.13574219, -191.02667236, 683.79315186, 80, 554, 64, 1, 1, 1
158, -232.79765320, -161.59826660, 711.34063721, -199.34915161, -201.46881104, 711.30480957, -320.83853149, -324.21246338, 711.28723145, -374.66305542, -260.05380249, 711.34497070, 80, 554, 64, 0, 0, 1
159, -494.86590576, -143.39025879, 694.13464355, -471.04446411, -209.04187012, 694.07897949, -617.17413330, -273.67236328, 694.11541748, -648.38049316, -187.66807556, 694.18835449, 64, 521, 32, 0, 0, 1
160, -462.62368774, -227.07864380, 694.19738770, -427.71353149, -287.56698608, 694.00006104, -560.32580566, -376.70147705, 694.02618408, -606.05853271, -297.46112061, 694.28460693, 64, 521, 32, 1, 0, 1
161, -416.12741089, -303.92504883, 694.10479736, -371.24114990, -357.42971802, 694.37438965, -486.35415649, -468.24462891, 694.21795654, -545.15563965, -398.15301514, 693.86480713, 64, 521, 32, 0, 0, 1
162, -98.52119446, -25.97162247, 615.82238770, -102.01014709, -48.05756378, 615.81158447, -251.32464600, -118.46398926, 615.44006348, -242.73295593, -64.07633209, 615.46667480, 48, 586, 48, 0, 0, 1
163, -92.54907227, -42.73307800, 586.34936523, -92.18559265, -65.08984375, 586.41918945, -227.15777588, -160.13996887, 586.35272217, -228.05288696, -105.08541870, 586.18078613, 48, 586, 48, 1, 1, 1
164, -83.69862366, -58.10934448, 615.76000977, -79.45394135, -80.06252289, 615.71215820, -195.84693909, -197.12931824, 615.47662354, -206.29969788, -143.06860352, 615.59442139, 48, 586, 48, 0, 0, 1
165, -72.47130585, -71.52579498, 586.50659180, -64.26445770, -92.86752319, 586.52044678, -158.19964600, -228.89700317, 586.49639893, -178.40939331, -176.34197998, 586.46228027, 64, 586, 48, 1, 1, 1
166, -58.85306168, -83.14721680, 615.73352051, -47.09140015, -102.75550842, 615.74719238, -116.18108368, -252.93690491, 615.80432129, -145.14471436, -204.65055847, 615.77062988, 64, 586, 48, 0, 0, 1
167, -43.52655792, -92.03615570, 586.51843262, -28.53442001, -109.30044556, 586.47338867, -70.45629120, -269.20788574, 586.42663574, -107.37512970, -226.69377136, 586.53759766, 64, 586, 48, 1, 1, 1
168, -201.21432495, -199.59381104, 683.98553467, -161.34913635, -233.04846191, 684.11456299, -259.67163086, -375.02844238, 683.88543701, -323.82168579, -321.19406128, 683.67785645, 80, 554, 64, 1, 1, 1
169, -163.48246765, -231.46604919, 711.33062744, -118.41233063, -257.48809814, 711.33795166, -190.58050537, -414.38754272, 711.25976562, -263.10623169, -372.51348877, 711.24798584, 80, 554, 64, 0, 0, 1
170, -120.82658386, -256.38397217, 683.93756104, -71.91914368, -274.17492676, 684.02673340, -115.71325684, -441.23098755, 683.85394287, -194.41387939, -412.60223389, 683.71044922, 80, 554, 64, 1, 1, 1
171, -357.02029419, -371.57543945, 694.17968750, -303.52740479, -416.47653198, 694.12841797, -397.65759277, -545.59069824, 694.05352783, -467.73385620, -486.76989746, 694.12072754, 64, 521, 32, 1, 0, 1
172, -287.11114502, -427.91491699, 694.24670410, -226.62432861, -462.82748413, 694.01507568, -296.86328125, -606.34558105, 693.93273926, -376.10165405, -560.60980225, 694.23626709, 64, 521, 32, 0, 0, 1
173, -208.36721802, -471.32559204, 694.01977539, -142.76119995, -495.27230835, 694.06982422, -187.16996765, -648.76104736, 694.26580811, -273.11456299, -617.39068604, 694.20019531, 64, 521, 32, 1, 0, 1
174, -72.32557678, -71.77648926, 586.46594238, -64.30982208, -92.65010071, 586.51123047, -158.45333862, -228.25611877, 586.35095215, -178.19253540, -176.85391235, 586.23950195, 48, 586, 48, 1, 1, 1
175, -58.73614502, -83.17969513, 615.71734619, -47.22984695, -102.35173035, 615.72052002, -116.49256134, -252.20051575, 615.52374268, -144.82736206, -204.98851013, 615.51599121, 48, 586, 48, 0, 0, 1
176, -43.44738770, -92.23225403, 586.46527100, -28.78127289, -109.11025238, 586.45922852, -70.91939545, -268.72332764, 586.20623779, -107.03540039, -227.16050720, 586.22113037, 48, 586, 48, 1, 1, 1
177, -145.05128479, -37.60162354, 839.73126221, -121.88954163, -87.27616882, 839.94885254, -277.62390137, -198.76365662, 840.03198242, -330.37097168, -85.63799286, 839.53637695, 80, 610, 112, 0, 0, 1
178, -123.42604828, -84.93368530, 815.06176758, -84.67066956, -123.69046783, 814.97662354, -192.88000488, -281.72018433, 814.97918701, -281.13906860, -193.45794678, 815.17303467, 80, 610, 112, 1, 1, 1
179, -86.93646240, -122.03280640, 839.81231689, -37.26170349, -145.19508362, 839.78039551, -84.88808441, -330.70620728, 839.82946777, -198.01425171, -277.95791626, 839.90228271, 80, 610, 112, 0, 0, 1
180, -355.58709717, -93.73829651, 839.73492432, -332.50704956, -157.18925476, 839.50561523, -621.84460449, -293.88940430, 839.63134766, -665.00537109, -175.23333740, 840.06018066, 80, 1024, 64, 0, 0, 1
181, -333.89990234, -154.03646851, 815.01757812, -300.14227295, -212.50994873, 814.81445312, -561.31518555, -397.42047119, 814.75030518, -624.44342041, -288.07250977, 815.13018799, 80, 1024, 64, 1, 1, 1
182, -302.03662109, -209.66223145, 839.61199951, -258.64590454, -261.39233398, 839.70733643, -483.77700806, -488.81079102, 839.80810547, -564.91955566, -392.07321167, 839.62994385, 80, 1024, 64, 0, 0, 1
183, -261.08843994, -258.98074341, 814.94238281, -209.36471558, -302.37915039, 814.97760010, -391.52807617, -565.47546387, 814.90002441, -488.25372314, -484.31854248, 814.83410645, 80, 1024, 64, 1, 1, 1
184, -212.14018250, -300.40667725, 839.63458252, -153.67736816, -334.18304443, 839.48193359, -287.48135376, -624.87121582, 839.72863770, -396.80938721, -561.70794678, 840.01409912, 80, 1024, 64, 0, 0, 1
185, -156.74589539, -332.60101318, 815.01477051, -93.29843140, -355.69180298, 814.98583984, -174.49272156, -665.22473145, 814.84027100, -293.14227295, -622.04394531, 814.89434814, 80, 1024, 64, 1, 1, 1
186, -138.61851501, -98.75761414, 923.85351562, -164.91629028, -42.35081482, 923.94665527, -330.75643921, -84.91811371, 924.02130127, -278.01312256, -198.04873657, 923.83453369, 80, 546, 96, 0, 1, 0
187, -96.48773193, -140.22973633, 948.58892822, -140.49603271, -96.22349548, 948.76068115, -281.76617432, -192.95846558, 948.93267822, -193.50224304, -281.21826172, 948.58825684, 80, 546, 96, 1, 0, 0
188, -42.71516418, -164.78723145, 923.85522461, -99.12110901, -138.48745728, 923.88391113, -198.78433228, -277.70733643, 923.87139893, -85.65547180, -330.45468140, 923.81384277, 80, 546, 96, 0, 1, 0
189, -332.68109131, -156.78732300, 924.25817871, -355.77020264, -93.33940887, 924.11322021, -665.30535889, -174.52484131, 924.42010498, -622.12774658, -293.17523193, 924.69122314, 80, 1024, 64, 0, 1, 0
190, -300.35537720, -212.15646362, 948.96136475, -334.10760498, -153.68084717, 949.35662842, -624.84973145, -287.36764526, 949.39581299, -561.73162842, -396.71960449, 948.65661621, 80, 1024, 64, 1, 0, 0
191, -258.97363281, -261.13372803, 924.40765381, -302.36209106, -209.40174866, 924.32690430, -565.49328613, -391.51470947, 924.28607178, -484.35498047, -488.25582886, 924.43707275, 80, 1024, 64, 0, 1, 0
192, -209.69027710, -302.11294556, 949.12347412, -261.40740967, -258.70675659, 949.05517578, -488.89337158, -483.76965332, 949.15643311, -392.18005371, -564.94116211, 949.28411865, 80, 1024, 64, 1, 0, 0
193, -154.06520081, -333.98403931, 924.16308594, -212.53440857, -300.21841431, 924.19555664, -397.47979736, -561.36633301, 924.54089355, -288.13980103, -624.50958252, 924.48016357, 80, 1024, 64, 0, 1, 0
194, -93.72015381, -355.59533691, 949.13372803, -157.17025757, -332.51208496, 949.25433350, -293.88400269, -621.84326172, 949.18469238, -175.22950745, -665.00988770, 948.95916748, 80, 1024, 64, 1, 0, 0
195, -155.21939087, -110.58808899, 1013.88867188, -184.67823792, -47.40771484, 1013.82281494, -330.84350586, -84.93126678, 1013.66583252, -278.07421875, -198.10549927, 1013.78381348, 80, 481, 96, 0, 1, 0
196, -108.00753784, -156.99438477, 1038.71789551, -157.30328369, -107.70426178, 1038.69726562, -281.81219482, -192.96763611, 1038.58337402, -193.50933838, -281.26043701, 1038.62023926, 80, 481, 96, 1, 0, 0
197, -47.81776428, -184.51391602, 1013.77172852, -110.99915314, -155.05740356, 1013.88439941, -198.83586121, -277.76452637, 1013.87567139, -85.65982056, -330.52963257, 1013.67388916, 80, 481, 96, 0, 1, 0
198, -332.63287354, -156.76211548, 1013.57977295, -355.72479248, -93.31505585, 1013.57977295, -665.25634766, -174.51472473, 1013.57977295, -622.07348633, -293.16354370, 1013.57977295, 80, 1024, 64, 0, 1, 0
199, -300.35510254, -212.14852905, 1038.37976074, -334.11367798, -153.67523193, 1038.37976074, -624.84259033, -287.39089966, 1038.37976074, -561.71258545, -396.73852539, 1038.37976074, 80, 1024, 64, 1, 0, 0
200, -258.94992065, -261.08850098, 1013.57977295, -302.34939575, -209.36566162, 1013.57977295, -565.44201660, -391.53442383, 1013.57977295, -484.28308105, -488.25842285, 1013.57977295, 80, 1024, 64, 0, 1, 0
201, -209.67543030, -302.09500122, 1038.37976074, -261.39715576, -258.69418335, 1038.37976074, -488.85949707, -483.78094482, 1038.37976074, -392.13763428, -564.94238281, 1038.37976074, 80, 1024, 64, 1, 0, 0
202, -154.02883911, -333.92211914, 1013.57977295, -212.50125122, -300.16204834, 1013.57977295, -397.42202759, -561.32763672, 1013.57977295, -288.07604980, -624.46051025, 1013.57977295, 80, 1024, 64, 0, 1, 0
203, -93.70090485, -355.60278320, 1038.37976074, -157.14736938, -332.50924683, 1038.37976074, -293.90786743, -621.81829834, 1038.37976074, -175.26019287, -665.00427246, 1038.37976074, 80, 1024, 64, 1, 0, 0
204, -26.96616554, -98.28071594, 615.75524902, -9.19442177, -112.66774750, 615.77685547, -22.60385704, -277.43432617, 615.75482178, -66.36760712, -242.00558472, 615.70153809, 64, 586, 48, 0, 0, 1
205, -9.47554398, -101.38788605, 586.44268799, 10.52335453, -112.47236633, 586.45996094, 25.91215706, -277.06585693, 586.42309570, -23.33606529, -249.76980591, 586.38049316, 64, 586, 48, 1, 1, 1
206, 8.24615288, -101.54515076, 615.86279297, 29.86836052, -108.98164368, 615.84051514, 73.65477753, -268.38854980, 615.68243408, 20.40907669, -250.07582092, 615.73730469, 64, 586, 48, 0, 0, 1
207, -74.46338654, -273.48590088, 711.16381836, -23.20987701, -282.51434326, 711.33862305, -37.33176422, -454.63708496, 711.42950439, -119.80760956, -440.10879517, 711.14831543, 80, 554, 64, 0, 0, 1
208, -25.83612823, -282.23239136, 683.78424072, 26.20675087, -282.23669434, 683.84582520, 42.14508820, -454.20080566, 683.83471680, -41.60099030, -454.19387817, 683.73565674, 80, 554, 64, 1, 1, 1
209, 23.56650543, -282.46166992, 711.24798584, 74.81969452, -273.43090820, 711.39410400, 120.37036133, -440.01666260, 711.33886719, 37.89501953, -454.54870605, 711.10369873, 80, 554, 64, 0, 0, 1
210, -123.39793396, -500.33666992, 694.21582031, -54.61894226, -512.46203613, 694.06927490, -71.54973602, -671.34661865, 693.93530273, -161.65093994, -655.46228027, 694.12725830, 64, 521, 32, 0, 0, 1
211, -34.57785416, -514.24353027, 693.94116211, 35.26107788, -514.28759766, 694.28594971, 46.07184219, -673.70556641, 694.37939453, -45.41787720, -673.64782715, 693.92767334, 64, 521, 32, 1, 0, 1
212, 55.24441147, -512.31665039, 694.15344238, 124.03680420, -500.26657104, 694.17193604, 162.28952026, -655.40423584, 694.13940430, 72.17079163, -671.19000244, 694.11523438, 64, 521, 32, 0, 0, 1
213, -26.78504944, -98.40327454, 615.71936035, -9.40260506, -112.46784210, 615.70233154, -23.08699226, -276.98150635, 615.58129883, -65.89207458, -242.34686279, 615.62322998, 48, 586, 48, 0, 0, 1
214, -9.28303528, -101.54099274, 586.38159180, 10.27357578, -112.38076782, 586.38629150, 25.30332375, -276.77694702, 586.21954346, -22.85573959, -250.08352661, 586.20794678, 48, 586, 48, 1, 1, 1
215, 8.49469757, -101.64216614, 615.71636963, 29.63795471, -108.91689301, 615.66278076, 73.01923370, -268.19668579, 615.48217773, 20.95298576, -250.28236389, 615.61419678, 48, 586, 48, 0, 0, 1
216, 25.75041580, -98.56629181, 586.50695801, 48.33544540, -102.13535309, 586.49371338, 119.13618469, -251.51773071, 586.45977783, 63.51948929, -242.72872925, 586.49243164, 64, 586, 48, 1, 1, 1
217, 42.53468323, -92.59036255, 615.84301758, 65.39658356, -92.19609070, 615.85278320, 160.98663330, -227.06776428, 615.74035645, 104.68813324, -228.03868103, 615.71624756, 64, 586, 48, 0, 0, 1
218, 57.94460297, -83.80827332, 586.39825439, 80.38934326, -79.44393158, 586.48791504, 197.97981262, -195.63481140, 586.50683594, 142.70858765, -206.38220215, 586.28613281, 64, 586, 48, 1, 1, 1
219, 72.25160980, -274.08294678, 683.99774170, 121.15365601, -256.27722168, 683.88732910, 194.97787476, -412.40423584, 683.74645996, 116.28594971, -441.05676270, 683.92413330, 80, 554, 64, 1, 1, 1
220, 118.76097107, -257.41195679, 711.34979248, 163.82771301, -231.38529968, 711.08911133, 263.64196777, -372.32070923, 711.11962891, 191.12173462, -414.20214844, 711.53918457, 80, 554, 64, 0, 0, 1
221, 161.65994263, -232.86758423, 683.93353271, 201.52929688, -199.41760254, 683.93426514, 324.27728271, -320.90246582, 683.72045898, 260.12054443, -374.72930908, 683.71923828, 80, 554, 64, 1, 1, 1
222, 143.32928467, -495.03369141, 694.16778564, 208.95950317, -471.15426636, 693.95758057, 273.71951294, -617.22656250, 694.03448486, 187.74325562, -648.50885010, 694.30993652, 64, 521, 32, 1, 0, 1
223, 227.13917542, -462.62374878, 694.16802979, 287.62756348, -427.71374512, 693.95989990, 376.76171875, -560.32629395, 693.96612549, 297.52133179, -606.05877686, 694.23876953, 64, 521, 32, 0, 0, 1
224, 304.07467651, -416.15979004, 694.09429932, 357.58053589, -371.27416992, 694.07391357, 468.39291382, -486.38967896, 694.15393066, 398.29971313, -545.19036865, 694.18060303, 64, 521, 32, 1, 0, 1
225, 26.03647614, -98.66323090, 586.36590576, 48.12132263, -102.15888214, 586.40777588, 118.48274994, -251.49505615, 586.38336182, 64.09779358, -242.88687134, 586.28039551, 48, 586, 48, 1, 1, 1
226, 42.74026871, -92.61135864, 615.73016357, 65.09667206, -92.22084045, 615.75274658, 160.30940247, -227.07833862, 615.63378906, 105.25573730, -228.04000854, 615.57806396, 48, 586, 48, 0, 0, 1
227, 58.18489838, -83.79553223, 586.47637939, 80.13311768, -79.52510071, 586.44274902, 197.33615112, -195.78067017, 586.11437988, 143.28767395, -206.29681396, 586.19714355, 48, 586, 48, 1, 1, 1
228, -39.96945953, -144.42388916, 815.14251709, 14.63140297, -149.19561768, 814.91815186, 33.33923340, -339.80688477, 814.81677246, -91.00533295, -328.94009399, 815.32769775, 80, 610, 112, 1, 1, 1
229, 11.83062744, -149.36389160, 839.79168701, 64.77067566, -135.17144775, 839.79168701, 147.54878235, -307.88635254, 839.79168701, 26.98646164, -340.20733643, 839.79168701, 80, 610, 112, 0, 0, 1
230, 62.21528625, -136.31762695, 814.76855469, 107.11080933, -104.87899780, 815.04913330, 243.95536804, -238.87927246, 815.42681885, 141.71315002, -310.47564697, 814.78796387, 80, 610, 112, 1, 1, 1
231, -96.58164978, -354.80899048, 839.58770752, -30.08966064, -366.53851318, 839.59643555, -56.33453369, -685.46539307, 839.75030518, -180.67747498, -663.53063965, 839.73406982, 80, 1024, 64, 0, 0, 1
232, -33.51507187, -366.16076660, 814.89947510, 34.00356293, -366.17230225, 814.89947510, 63.50838852, -684.81414795, 814.89947510, -62.75443649, -684.79260254, 814.89947510, 80, 1024, 64, 1, 1, 1
233, 30.55313110, -366.42068481, 839.57708740, 97.04637146, -354.69827271, 839.58380127, 181.47747803, -663.36401367, 839.80450439, 57.13217926, -685.28540039, 839.79193115, 80, 1024, 64, 0, 0, 1
234, 93.73189545, -355.55554199, 814.94317627, 157.17790222, -332.46072388, 814.92413330, 293.94412231, -621.76708984, 814.97882080, 175.29730225, -664.95538330, 815.01458740, 80, 1024, 64, 1, 1, 1
235, 154.06842041, -333.91650391, 839.58209229, 212.53857422, -300.15252686, 839.54199219, 397.47692871, -561.30560303, 839.77124023, 288.13516235, -624.44573975, 839.84631348, 80, 1024, 64, 0, 0, 1
236, 209.71998596, -302.11022949, 814.91412354, 261.43328857, -258.70013428, 815.16998291, 488.93759155, -483.74450684, 815.10632324, 392.23141479, -564.92321777, 814.62786865, 80, 1024, 64, 1, 1, 1
237, 16.21205711, -169.43536377, 948.63708496, -45.78742981, -164.01571655, 948.63452148, -91.81867981, -328.92794800, 948.74926758, 32.52872467, -339.79772949, 948.75433350, 80, 546, 96, 1, 0, 0
238, 73.19001770, -153.71086121, 923.92883301, 13.07657623, -169.82511902, 923.81097412, 26.23027802, -340.53515625, 923.85040283, 146.79498291, -308.21609497, 924.08679199, 80, 546, 96, 0, 1, 0
239, 121.35005188, -119.42086792, 948.71435547, 70.37242126, -155.12217712, 948.62860107, 141.11569214, -311.03985596, 948.57000732, 243.35743713, -239.43661499, 948.74200439, 80, 546, 96, 1, 0, 0
240, -30.53348541, -366.49603271, 924.18060303, -97.02674866, -354.77752686, 924.47912598, -181.43984985, -663.44818115, 924.62585449, -57.09451294, -685.36230469, 924.06762695, 80, 1024, 64, 0, 1, 0
241, 33.58312988, -366.27154541, 949.18487549, -33.93547440, -366.26293945, 949.24658203, -63.53547287, -684.89599609, 949.11822510, 62.72729874, -684.91210938, 949.00286865, 80, 1024, 64, 1, 0, 0
242, 96.64922333, -354.88128662, 924.40637207, 30.15731812, -366.60830688, 924.14038086, 56.38991928, -685.53625488, 924.20812988, 180.73269653, -663.60620117, 924.70556641, 80, 1024, 64, 0, 1, 0
243, 156.80195618, -332.69146729, 949.22106934, 93.35931396, -355.79547119, 949.16815186, 174.61791992, -665.31152344, 948.99536133, 293.25848389, -622.10607910, 949.09429932, 80, 1024, 64, 1, 0, 0
244, 212.22099304, -300.44406128, 924.30212402, 153.74891663, -334.20443726, 924.44195557, 287.47375488, -624.92907715, 924.39276123, 396.81912231, -561.79577637, 924.13122559, 80, 1024, 64, 0, 1, 0
245, 261.16345215, -259.02258301, 949.00610352, 209.44009399, -302.42114258, 949.16656494, 391.60510254, -565.51623535, 949.41516113, 488.33007812, -484.35903931, 949.11511230, 80, 1024, 64, 1, 0, 0
246, 18.16639137, -189.77249146, 1038.55712891, -51.27935028, -183.70339966, 1038.76562500, -91.84714508, -329.05325317, 1038.75988770, 32.55014801, -339.92474365, 1038.38647461, 80, 481, 96, 1, 0, 0
247, 81.96983337, -172.11392212, 1013.87097168, 14.63626099, -190.16323853, 1013.87518311, 26.22875214, -340.62228394, 1013.78857422, 146.84254456, -308.29080200, 1013.78106689, 80, 481, 96, 0, 1, 0
248, 135.86706543, -133.66552734, 1038.67260742, 78.76260376, -173.64884949, 1038.71105957, 141.09930420, -311.07681274, 1038.58666992, 243.38983154, -239.45516968, 1038.51770020, 80, 481, 96, 1, 0, 0
249, -30.52468872, -366.47827148, 1013.57977295, -97.01741028, -354.75292969, 1013.57977295, -181.46220398, -663.41497803, 1013.57977295, -57.11788940, -685.34191895, 1013.57977295, 80, 1024, 64, 0, 1, 0
250, 33.58024597, -366.21807861, 1038.37976074, -33.93838882, -366.21719360, 1038.37976074, -63.50168228, -684.85363770, 1038.37976074, 62.76114273, -684.85528564, 1038.37976074, 80, 1024, 64, 1, 0, 0
251, 96.66609192, -354.83010864, 1013.57977295, 30.17306900, -366.55374146, 1013.57977295, 56.38954544, -685.48303223, 1013.57977295, 180.73443604, -663.55932617, 1013.57977295, 80, 1024, 64, 0, 1, 0
252, 156.81602478, -332.66040039, 1038.37976074, 93.36896515, -355.75231934, 1038.37976074, 174.56863403, -665.28387451, 1038.37976074, 293.21746826, -622.10101318, 1038.37976074, 80, 1024, 64, 1, 0, 0
253, 212.20242310, -300.38256836, 1013.57977295, 153.72912598, -334.14114380, 1013.57977295, 287.44479370, -624.87005615, 1013.57977295, 396.79241943, -561.74005127, 1013.57977295, 80, 1024, 64, 0, 1, 0
254, 261.14239502, -258.97738647, 1038.37976074, 209.41955566, -302.37686157, 1038.37976074, 391.58831787, -565.46948242, 1038.37976074, 488.31231689, -484.31054688, 1038.37976074, 80, 1024, 64, 1, 0, 0
255, 71.58827209, -72.59933472, 615.85449219, 92.92617035, -64.38253784, 615.87115479, 228.99945068, -158.25419617, 615.77203369, 176.45388794, -178.48843384, 615.73107910, 64, 586, 48, 0, 0, 1
256, 83.21965027, -58.93199158, 586.50531006, 102.82541656, -47.16614532, 586.48382568, 253.02151489, -116.22376251, 586.35980225, 204.74137878, -145.19770813, 586.41271973, 64, 586, 48, 1, 1, 1
